date,hours_since_deployment,block,treatment,exclosure_treatment,Initial_count,eggs_alive,1_instars,2_instars,3_instars,4_instars,5_instars,pupae,uknown_stage
7/17/2017,0,3,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,0,3,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,0,4,soy,open,13,13,0,0,0,0,0,0,0
7/17/2017,0,4,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,bare,open,12,11,0,0,0,0,0,0,0
7/17/2017,5,1,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,1,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,prairie,close,12,11,0,0,0,0,0,0,0
7/17/2017,5,2,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,prairie,sham,12,11,0,0,0,0,0,0,0
7/17/2017,5,2,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,2,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,corn,sham,12,11,0,0,0,0,0,0,0
7/17/2017,5,3,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,prairie,sham,12,11,0,0,0,0,0,0,0
7/17/2017,5,3,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,3,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,bare,open,12,11,0,0,0,0,0,0,0
7/17/2017,5,4,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,corn,sham,12,11,0,0,0,0,0,0,0
7/17/2017,5,4,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,5,4,soy,open,13,13,0,0,0,0,0,0,0
7/17/2017,5,4,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,bare,open,12,11,0,0,0,0,0,0,0
7/17/2017,7,1,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,1,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,prairie,close,12,11,0,0,0,0,0,0,0
7/17/2017,7,2,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,prairie,sham,12,11,0,0,0,0,0,0,0
7/17/2017,7,2,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,2,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,corn,sham,12,11,0,0,0,0,0,0,0
7/17/2017,7,3,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,prairie,open,12,9,0,0,0,0,0,0,0
7/17/2017,7,3,prairie,sham,12,11,0,0,0,0,0,0,0
7/17/2017,7,3,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,3,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,bare,open,12,11,0,0,0,0,0,0,0
7/17/2017,7,4,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,corn,sham,12,11,0,0,0,0,0,0,0
7/17/2017,7,4,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,7,4,soy,open,13,13,0,0,0,0,0,0,0
7/17/2017,7,4,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,bare,open,12,11,0,0,0,0,0,0,0
7/17/2017,9,1,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,1,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,bare,sham,12,11,0,0,0,0,0,0,0
7/17/2017,9,2,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,prairie,close,12,11,0,0,0,0,0,0,0
7/17/2017,9,2,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,prairie,sham,12,11,0,0,0,0,0,0,0
7/17/2017,9,2,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,2,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,corn,sham,12,11,0,0,0,0,0,0,0
7/17/2017,9,3,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,prairie,open,12,9,0,0,0,0,0,0,0
7/17/2017,9,3,prairie,sham,12,11,0,0,0,0,0,0,0
7/17/2017,9,3,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,3,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,bare,open,12,11,0,0,0,0,0,0,0
7/17/2017,9,4,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,corn,sham,12,11,0,0,0,0,0,0,0
7/17/2017,9,4,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,9,4,soy,open,13,13,0,0,0,0,0,0,0
7/17/2017,9,4,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,bare,open,12,11,0,0,0,0,0,0,0
7/17/2017,10,1,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,1,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,bare,sham,12,11,0,0,0,0,0,0,0
7/17/2017,10,2,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,corn,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,prairie,close,12,11,0,0,0,0,0,0,0
7/17/2017,10,2,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,prairie,sham,12,11,0,0,0,0,0,0,0
7/17/2017,10,2,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,2,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,bare,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,corn,sham,12,11,0,0,0,0,0,0,0
7/17/2017,10,3,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,prairie,open,12,9,0,0,0,0,0,0,0
7/17/2017,10,3,prairie,sham,12,11,0,0,0,0,0,0,0
7/17/2017,10,3,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,soy,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,3,soy,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,bare,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,bare,open,12,9,0,0,0,0,0,0,0
7/17/2017,10,4,bare,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,corn,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,corn,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,corn,sham,12,11,0,0,0,0,0,0,0
7/17/2017,10,4,prairie,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,prairie,open,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,prairie,sham,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,soy,close,12,12,0,0,0,0,0,0,0
7/17/2017,10,4,soy,open,13,13,0,0,0,0,0,0,0
7/17/2017,10,4,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,bare,open,12,11,0,0,0,0,0,0,0
7/18/2017,13,1,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,corn,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,1,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,13,2,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,2,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,2,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,13,2,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,2,corn,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,2,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,2,prairie,close,12,10,0,0,0,0,0,0,0
7/18/2017,13,2,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,2,prairie,sham,12,11,0,0,0,0,0,0,0
7/18/2017,13,2,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,2,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,2,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,3,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,3,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,3,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,3,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,3,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,13,3,corn,sham,12,11,0,0,0,0,0,0,0
7/18/2017,13,3,prairie,close,12,11,0,0,0,0,0,0,0
7/18/2017,13,3,prairie,open,12,9,0,0,0,0,0,0,0
7/18/2017,13,3,prairie,sham,12,11,0,0,0,0,0,0,0
7/18/2017,13,3,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,3,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,3,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,4,bare,close,12,11,0,0,0,0,0,0,0
7/18/2017,13,4,bare,open,12,8,0,0,0,0,0,0,0
7/18/2017,13,4,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,13,4,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,4,corn,open,12,9,0,0,0,0,0,0,0
7/18/2017,13,4,corn,sham,12,7,0,0,0,0,0,0,0
7/18/2017,13,4,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,4,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,13,4,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,13,4,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,13,4,soy,open,13,13,0,0,0,0,0,0,0
7/18/2017,13,4,soy,sham,12,8,0,0,0,0,0,0,0
7/18/2017,15,1,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,bare,open,12,11,0,0,0,0,0,0,0
7/18/2017,15,1,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,corn,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,prairie,open,12,10,0,0,0,0,0,0,0
7/18/2017,15,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,1,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,15,2,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,2,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,2,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,15,2,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,2,corn,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,2,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,15,2,prairie,close,12,10,0,0,0,0,0,0,0
7/18/2017,15,2,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,2,prairie,sham,12,11,0,0,0,0,0,0,0
7/18/2017,15,2,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,2,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,2,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,15,3,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,3,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,3,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,15,3,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,3,corn,open,12,8,0,0,0,0,0,0,0
7/18/2017,15,3,corn,sham,12,11,0,0,0,0,0,0,0
7/18/2017,15,3,prairie,close,12,11,0,0,0,0,0,0,0
7/18/2017,15,3,prairie,open,12,9,0,0,0,0,0,0,0
7/18/2017,15,3,prairie,sham,12,11,0,0,0,0,0,0,0
7/18/2017,15,3,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,3,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,3,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,15,4,bare,close,12,10,0,0,0,0,0,0,0
7/18/2017,15,4,bare,open,12,7,0,0,0,0,0,0,0
7/18/2017,15,4,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,15,4,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,4,corn,open,12,9,0,0,0,0,0,0,0
7/18/2017,15,4,corn,sham,12,7,0,0,0,0,0,0,0
7/18/2017,15,4,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,4,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,15,4,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,15,4,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,15,4,soy,open,13,13,0,0,0,0,0,0,0
7/18/2017,15,4,soy,sham,12,6,0,0,0,0,0,0,0
7/18/2017,17,1,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,bare,open,12,11,0,0,0,0,0,0,0
7/18/2017,17,1,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,corn,open,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,17,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,17,1,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,17,2,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,2,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,17,2,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,17,2,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,2,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,17,2,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,17,2,prairie,close,12,10,0,0,0,0,0,0,0
7/18/2017,17,2,prairie,open,12,11,0,0,0,0,0,0,0
7/18/2017,17,2,prairie,sham,12,11,0,0,0,0,0,0,0
7/18/2017,17,2,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,2,soy,open,12,10,0,0,0,0,0,0,0
7/18/2017,17,2,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,17,3,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,3,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,17,3,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,17,3,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,3,corn,open,12,8,0,0,0,0,0,0,0
7/18/2017,17,3,corn,sham,12,11,0,0,0,0,0,0,0
7/18/2017,17,3,prairie,close,12,10,0,0,0,0,0,0,0
7/18/2017,17,3,prairie,open,12,9,0,0,0,0,0,0,0
7/18/2017,17,3,prairie,sham,12,11,0,0,0,0,0,0,0
7/18/2017,17,3,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,3,soy,open,12,11,0,0,0,0,0,0,0
7/18/2017,17,3,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,17,4,bare,close,12,9,0,0,0,0,0,0,0
7/18/2017,17,4,bare,open,12,7,0,0,0,0,0,0,0
7/18/2017,17,4,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,17,4,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,4,corn,open,12,9,0,0,0,0,0,0,0
7/18/2017,17,4,corn,sham,12,7,0,0,0,0,0,0,0
7/18/2017,17,4,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,4,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,17,4,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,17,4,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,17,4,soy,open,13,13,0,0,0,0,0,0,0
7/18/2017,17,4,soy,sham,12,6,0,0,0,0,0,0,0
7/18/2017,19,1,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,1,bare,open,12,11,0,0,0,0,0,0,0
7/18/2017,19,1,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,19,1,corn,close,12,11,0,0,0,0,0,0,1
7/18/2017,19,1,corn,open,12,12,0,0,0,0,0,0,0
7/18/2017,19,1,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,19,1,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,1,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,19,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/18/2017,19,1,soy,close,12,11,0,0,0,0,0,0,0
7/18/2017,19,1,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,19,1,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,19,2,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,2,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,19,2,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,19,2,corn,close,12,12,0,0,0,0,0,0,0
