date,hours_since_deployment,deployment,block,treatment,exclosure_treatment,plant,Initial_count,eggs,1_instars,2_instars,3_instars,4_instars,5_instars,pupae,
12-Jul,0,1,3,soy,closed,1,12,,,,,,,,
12-Jul,0,1,3,soy,closed,2,12,,,,,,,,
12-Jul,0,1,3,soy,closed,3,12,12,0,0,0,0,0,0,
12-Jul,0,1,3,soy,sham,1,12,,,,,,,,
12-Jul,0,1,3,soy,sham,2,12,,,,,,,,
12-Jul,0,1,3,soy,sham,3,12,12,0,0,0,0,0,0,
12-Jul,0,1,4,prairie,open,1,12,,,,,,,,
12-Jul,0,1,4,prairie,open,2,12,,,,,,,,
12-Jul,0,1,4,prairie,open,3,12,12,0,0,0,0,0,0,
12-Jul,0,1,4,prairie,closed,1,12,,,,,,,,
12-Jul,0,1,4,prairie,closed,2,12,,,,,,,,
12-Jul,0,1,4,prairie,closed,3,12,12,0,0,0,0,0,0,
12-Jul,0,1,4,prairie,sham,1,12,,,,,,,,
12-Jul,0,1,4,prairie,sham,2,12,,,,,,,,
12-Jul,0,1,4,prairie,sham,3,12,12,0,0,0,0,0,0,
12-Jul,0,1,4,soy,open,1,12,,,,,,,,
12-Jul,0,1,4,soy,open,2,12,,,,,,,,
12-Jul,0,1,4,soy,open,3,12,12,0,0,0,0,0,0,
12-Jul,0,1,4,soy,closed,1,12,,,,,,,,
12-Jul,0,1,4,soy,closed,2,12,,,,,,,,
12-Jul,0,1,4,soy,closed,3,12,12,0,0,0,0,0,0,
12-Jul,0,1,4,soy,sham,1,12,,,,,,,,
12-Jul,0,1,4,soy,sham,2,12,,,,,,,,
12-Jul,0,1,4,soy,sham,3,12,12,0,0,0,0,0,0,
13-Jul,23,1,1,prairie,open,1,12,,,,,,,,
13-Jul,23,1,1,prairie,open,2,12,,,,,,,,
13-Jul,23,1,1,prairie,open,3,12,5,0,0,0,0,0,0,
13-Jul,23,1,1,prairie,closed,1,12,,,,,,,,
13-Jul,23,1,1,prairie,closed,2,12,,,,,,,,
13-Jul,23,1,1,prairie,closed,3,12,11,0,0,0,0,0,0,
13-Jul,23,1,1,prairie,sham,1,12,,,,,,,,
13-Jul,23,1,1,prairie,sham,2,12,,,,,,,,
13-Jul,23,1,1,prairie,sham,3,12,12,0,0,0,0,0,0,
13-Jul,23,1,1,soy,open,1,12,,,,,,,,
13-Jul,23,1,1,soy,open,2,12,,,,,,,,
13-Jul,23,1,1,soy,open,3,12,12,0,0,0,0,0,0,
13-Jul,23,1,1,soy,closed,1,12,,,,,,,,
13-Jul,23,1,1,soy,closed,2,12,,,,,,,,
13-Jul,23,1,1,soy,closed,3,12,11,0,0,0,0,0,0,
13-Jul,23,1,1,soy,sham,1,12,,,,,,,,
13-Jul,23,1,1,soy,sham,2,12,,,,,,,,
13-Jul,23,1,1,soy,sham,3,12,8,0,0,0,0,0,0,
13-Jul,23,1,2,prairie,open,1,12,,,,,,,,
13-Jul,23,1,2,prairie,open,2,12,,,,,,,,
13-Jul,23,1,2,prairie,open,3,12,8,0,0,0,0,0,0,
13-Jul,23,1,2,prairie,closed,1,12,,,,,,,,
13-Jul,23,1,2,prairie,closed,2,12,,,,,,,,
13-Jul,23,1,2,prairie,closed,3,12,12,0,0,0,0,0,0,
13-Jul,23,1,2,prairie,sham,1,12,,,,,,,,
13-Jul,23,1,2,prairie,sham,2,12,,,,,,,,
13-Jul,23,1,2,prairie,sham,3,12,7,0,0,0,0,0,0,
13-Jul,23,1,2,soy,open,1,12,,,,,,,,
13-Jul,23,1,2,soy,open,2,12,,,,,,,,
13-Jul,23,1,2,soy,open,3,12,9,0,0,0,0,0,0,
13-Jul,23,1,2,soy,closed,1,12,,,,,,,,
13-Jul,23,1,2,soy,closed,2,12,,,,,,,,
13-Jul,23,1,2,soy,closed,3,12,12,0,0,0,0,0,0,
13-Jul,23,1,2,soy,sham,1,12,,,,,,,,
13-Jul,23,1,2,soy,sham,2,12,,,,,,,,
13-Jul,23,1,2,soy,sham,3,12,11,0,0,0,0,0,0,
13-Jul,23,1,3,prairie,open,1,12,,,,,,,,
13-Jul,23,1,3,prairie,open,2,12,,,,,,,,
13-Jul,23,1,3,prairie,open,3,12,4,0,0,0,0,0,0,
13-Jul,23,1,3,prairie,closed,1,12,,,,,,,,
13-Jul,23,1,3,prairie,closed,2,12,,,,,,,,
13-Jul,23,1,3,prairie,closed,3,12,11,0,0,0,0,0,0,
13-Jul,23,1,3,prairie,sham,1,12,,,,,,,,
13-Jul,23,1,3,prairie,sham,2,12,,,,,,,,
13-Jul,23,1,3,prairie,sham,3,12,10,0,0,0,0,0,0,
13-Jul,23,1,3,soy,open,1,12,,,,,,,,
13-Jul,23,1,3,soy,open,2,12,,,,,,,,
13-Jul,23,1,3,soy,open,3,12,8,0,0,0,0,0,0,
13-Jul,23,1,3,soy,closed,1,12,,,,,,,,
13-Jul,23,1,3,soy,closed,2,12,,,,,,,,
13-Jul,23,1,3,soy,closed,3,12,12,0,0,0,0,0,0,
13-Jul,23,1,3,soy,sham,1,12,,,,,,,,
13-Jul,23,1,3,soy,sham,2,12,,,,,,,,
13-Jul,23,1,3,soy,sham,3,12,4,0,0,0,0,0,0,
13-Jul,23,1,4,prairie,open,1,12,,,,,,,,
13-Jul,23,1,4,prairie,open,2,12,,,,,,,,
13-Jul,23,1,4,prairie,open,3,12,12,0,0,0,0,0,0,
13-Jul,23,1,4,prairie,closed,1,12,,,,,,,,
13-Jul,23,1,4,prairie,closed,2,12,,,,,,,,
13-Jul,23,1,4,prairie,closed,3,12,8,2,0,0,0,0,0,
13-Jul,23,1,4,prairie,sham,1,12,,,,,,,,
13-Jul,23,1,4,prairie,sham,2,12,,,,,,,,
13-Jul,23,1,4,prairie,sham,3,12,10,0,0,0,0,0,0,
13-Jul,23,1,4,soy,open,1,12,,,,,,,,
13-Jul,23,1,4,soy,open,2,12,,,,,,,,
13-Jul,23,1,4,soy,open,3,12,0,0,0,0,0,0,0,
13-Jul,23,1,4,soy,closed,1,12,,,,,,,,
13-Jul,23,1,4,soy,closed,2,12,,,,,,,,
13-Jul,23,1,4,soy,closed,3,12,1,0,0,0,0,0,0,
13-Jul,23,1,4,soy,sham,1,12,,,,,,,,
13-Jul,23,1,4,soy,sham,2,12,,,,,,,,
13-Jul,23,1,4,soy,sham,3,12,2,0,0,0,0,0,0,
13-Jul,25,1,1,prairie,open,1,12,,,,,,,,
13-Jul,25,1,1,prairie,open,2,12,,,,,,,,
13-Jul,25,1,1,prairie,open,3,12,7,0,0,0,0,0,0,
13-Jul,25,1,1,prairie,closed,1,12,,,,,,,,
13-Jul,25,1,1,prairie,closed,2,12,,,,,,,,
13-Jul,25,1,1,prairie,closed,3,12,11,0,0,0,0,0,0,
13-Jul,25,1,1,prairie,sham,1,12,,,,,,,,
13-Jul,25,1,1,prairie,sham,2,12,,,,,,,,
13-Jul,25,1,1,prairie,sham,3,12,12,0,0,0,0,0,0,
13-Jul,25,1,1,soy,open,1,12,,,,,,,,
13-Jul,25,1,1,soy,open,2,12,,,,,,,,
13-Jul,25,1,1,soy,open,3,12,11,0,0,0,0,0,0,
13-Jul,25,1,1,soy,closed,1,12,,,,,,,,
13-Jul,25,1,1,soy,closed,2,12,,,,,,,,
13-Jul,25,1,1,soy,closed,3,12,10,0,0,0,0,0,0,
13-Jul,25,1,1,soy,sham,1,12,,,,,,,,
13-Jul,25,1,1,soy,sham,2,12,,,,,,,,
13-Jul,25,1,1,soy,sham,3,12,7,0,0,0,0,0,0,
13-Jul,25,1,2,prairie,open,1,12,,,,,,,,
13-Jul,25,1,2,prairie,open,2,12,,,,,,,,
13-Jul,25,1,2,prairie,open,3,12,8,0,0,0,0,0,0,
13-Jul,25,1,2,prairie,closed,1,12,,,,,,,,
13-Jul,25,1,2,prairie,closed,2,12,,,,,,,,
13-Jul,25,1,2,prairie,closed,3,12,12,0,0,0,0,0,0,
13-Jul,25,1,2,prairie,sham,1,12,,,,,,,,
13-Jul,25,1,2,prairie,sham,2,12,,,,,,,,
13-Jul,25,1,2,prairie,sham,3,12,7,0,0,0,0,0,0,
13-Jul,25,1,2,soy,open,1,12,,,,,,,,
13-Jul,25,1,2,soy,open,2,12,,,,,,,,
13-Jul,25,1,2,soy,open,3,12,9,0,0,0,0,0,0,
13-Jul,25,1,2,soy,closed,1,12,,,,,,,,
13-Jul,25,1,2,soy,closed,2,12,,,,,,,,
13-Jul,25,1,2,soy,closed,3,12,12,0,0,0,0,0,0,
13-Jul,25,1,2,soy,sham,1,12,,,,,,,,
13-Jul,25,1,2,soy,sham,2,12,,,,,,,,
13-Jul,25,1,2,soy,sham,3,12,11,0,0,0,0,0,0,
13-Jul,25,1,3,prairie,open,1,12,,,,,,,,
13-Jul,25,1,3,prairie,open,2,12,,,,,,,,
13-Jul,25,1,3,prairie,open,3,12,3,0,0,0,0,0,0,
13-Jul,25,1,3,prairie,closed,1,12,,,,,,,,
13-Jul,25,1,3,prairie,closed,2,12,,,,,,,,
13-Jul,25,1,3,prairie,closed,3,12,10,0,0,0,0,0,0,
13-Jul,25,1,3,prairie,sham,1,12,,,,,,,,
13-Jul,25,1,3,prairie,sham,2,12,,,,,,,,
13-Jul,25,1,3,prairie,sham,3,12,12,0,0,0,0,0,0,
13-Jul,25,1,3,soy,open,1,12,,,,,,,,
13-Jul,25,1,3,soy,open,2,12,,,,,,,,
13-Jul,25,1,3,soy,open,3,12,9,0,0,0,0,0,0,
13-Jul,25,1,3,soy,closed,1,12,,,,,,,,
13-Jul,25,1,3,soy,closed,2,12,,,,,,,,
13-Jul,25,1,3,soy,closed,3,12,12,0,0,0,0,0,0,
13-Jul,25,1,3,soy,sham,1,12,,,,,,,,
13-Jul,25,1,3,soy,sham,2,12,,,,,,,,
13-Jul,25,1,3,soy,sham,3,12,3,0,0,0,0,0,0,
13-Jul,25,1,4,prairie,open,1,12,,,,,,,,
13-Jul,25,1,4,prairie,open,2,12,,,,,,,,
13-Jul,25,1,4,prairie,open,3,12,9,0,0,0,0,0,0,
13-Jul,25,1,4,prairie,closed,1,12,,,,,,,,
13-Jul,25,1,4,prairie,closed,2,12,,,,,,,,
13-Jul,25,1,4,prairie,closed,3,12,8,3,0,0,0,0,0,
13-Jul,25,1,4,prairie,sham,1,12,,,,,,,,
13-Jul,25,1,4,prairie,sham,2,12,,,,,,,,
13-Jul,25,1,4,prairie,sham,3,12,9,1,0,0,0,0,0,
13-Jul,25,1,4,soy,open,1,12,,,,,,,,
13-Jul,25,1,4,soy,open,2,12,,,,,,,,
13-Jul,25,1,4,soy,open,3,12,0,0,0,0,0,0,0,
13-Jul,25,1,4,soy,closed,1,12,,,,,,,,
13-Jul,25,1,4,soy,closed,2,12,,,,,,,,
13-Jul,25,1,4,soy,closed,3,12,1,0,0,0,0,0,0,
13-Jul,25,1,4,soy,sham,1,12,,,,,,,,
13-Jul,25,1,4,soy,sham,2,12,,,,,,,,
13-Jul,25,1,4,soy,sham,3,12,2,0,0,0,0,0,0,
14-Jul,49,1,1,prairie,open,1,12,,,,,,,,
14-Jul,49,1,1,prairie,open,2,12,,,,,,,,
14-Jul,49,1,1,prairie,open,3,12,5,0,0,0,0,0,0,
14-Jul,49,1,1,prairie,closed,1,12,,,,,,,,
14-Jul,49,1,1,prairie,closed,2,12,,,,,,,,
14-Jul,49,1,1,prairie,closed,3,12,9,2,0,0,0,0,0,
14-Jul,49,1,1,prairie,sham,1,12,,,,,,,,
14-Jul,49,1,1,prairie,sham,2,12,,,,,,,,
14-Jul,49,1,1,prairie,sham,3,12,7,2,0,0,0,0,0,
14-Jul,49,1,1,soy,open,1,12,,,,,,,,
14-Jul,49,1,1,soy,open,2,12,,,,,,,,
14-Jul,49,1,1,soy,open,3,12,4,0,0,0,0,0,0,
14-Jul,49,1,1,soy,closed,1,12,,,,,,,,
14-Jul,49,1,1,soy,closed,2,12,,,,,,,,
14-Jul,49,1,1,soy,closed,3,12,8,0,0,0,0,0,0,
14-Jul,49,1,1,soy,sham,1,12,,,,,,,,
14-Jul,49,1,1,soy,sham,2,12,,,,,,,,
14-Jul,49,1,1,soy,sham,3,12,0,0,0,0,0,0,0,
14-Jul,49,1,2,prairie,open,1,12,,,,,,,,
14-Jul,49,1,2,prairie,open,2,12,,,,,,,,
14-Jul,49,1,2,prairie,open,3,12,4,0,0,0,0,0,0,
14-Jul,49,1,2,prairie,closed,1,12,,,,,,,,
14-Jul,49,1,2,prairie,closed,2,12,,,,,,,,
14-Jul,49,1,2,prairie,closed,3,12,8,0,0,0,0,0,0,
14-Jul,49,1,2,prairie,sham,1,12,,,,,,,,
14-Jul,49,1,2,prairie,sham,2,12,,,,,,,,
14-Jul,49,1,2,prairie,sham,3,12,3,0,0,0,0,0,0,
14-Jul,49,1,2,soy,open,1,12,,,,,,,,
14-Jul,49,1,2,soy,open,2,12,,,,,,,,
14-Jul,49,1,2,soy,open,3,12,3,0,0,0,0,0,0,
14-Jul,49,1,2,soy,closed,1,12,,,,,,,,
14-Jul,49,1,2,soy,closed,2,12,,,,,,,,
14-Jul,49,1,2,soy,closed,3,12,6,1,0,0,0,0,0,
14-Jul,49,1,2,soy,sham,1,12,,,,,,,,
14-Jul,49,1,2,soy,sham,2,12,,,,,,,,
14-Jul,49,1,2,soy,sham,3,12,5,0,0,0,0,0,0,
14-Jul,49,1,3,prairie,open,1,12,,,,,,,,
14-Jul,49,1,3,prairie,open,2,12,,,,,,,,
14-Jul,49,1,3,prairie,open,3,12,1,0,0,0,0,0,0,
14-Jul,49,1,3,prairie,closed,1,12,,,,,,,,
14-Jul,49,1,3,prairie,closed,2,12,,,,,,,,
14-Jul,49,1,3,prairie,closed,3,12,10,0,0,0,0,0,0,
14-Jul,49,1,3,prairie,sham,1,12,,,,,,,,
14-Jul,49,1,3,prairie,sham,2,12,,,,,,,,
14-Jul,49,1,3,prairie,sham,3,12,7,0,0,0,0,0,0,
14-Jul,49,1,3,soy,open,1,12,,,,,,,,
14-Jul,49,1,3,soy,open,2,12,,,,,,,,
14-Jul,49,1,3,soy,open,3,12,3,0,0,0,0,0,0,
14-Jul,49,1,3,soy,closed,1,12,,,,,,,,
14-Jul,49,1,3,soy,closed,2,12,,,,,,,,
14-Jul,49,1,3,soy,closed,3,12,10,0,0,0,0,0,0,
14-Jul,49,1,3,soy,sham,1,12,,,,,,,,
14-Jul,49,1,3,soy,sham,2,12,,,,,,,,
14-Jul,49,1,3,soy,sham,3,12,0,0,0,0,0,0,0,
14-Jul,49,1,4,prairie,open,1,12,,,,,,,,
14-Jul,49,1,4,prairie,open,2,12,,,,,,,,
14-Jul,49,1,4,prairie,open,3,12,5,0,0,0,0,0,0,
14-Jul,49,1,4,prairie,closed,1,12,,,,,,,,
14-Jul,49,1,4,prairie,closed,2,12,,,,,,,,
14-Jul,49,1,4,prairie,closed,3,12,4,1,0,0,0,0,0,
14-Jul,49,1,4,prairie,sham,1,12,,,,,,,,
14-Jul,49,1,4,prairie,sham,2,12,,,,,,,,
14-Jul,49,1,4,prairie,sham,3,12,6,0,0,0,0,0,0,
14-Jul,49,1,4,soy,open,1,12,,,,,,,,
14-Jul,49,1,4,soy,open,2,12,,,,,,,,
14-Jul,49,1,4,soy,open,3,12,0,0,0,0,0,0,0,
14-Jul,49,1,4,soy,closed,1,12,,,,,,,,
14-Jul,49,1,4,soy,closed,2,12,,,,,,,,
14-Jul,49,1,4,soy,closed,3,12,0,0,0,0,0,0,0,
14-Jul,49,1,4,soy,sham,1,12,,,,,,,,
14-Jul,49,1,4,soy,sham,2,12,,,,,,,,
14-Jul,49,1,4,soy,sham,3,12,0,0,0,0,0,0,0,
15-Jul,70,1,1,prairie,open,1,12,,,,,,,,
15-Jul,70,1,1,prairie,open,2,12,,,,,,,,
15-Jul,70,1,1,prairie,open,3,12,3,0,0,0,0,0,0,
15-Jul,70,1,1,prairie,closed,1,12,,,,,,,,
15-Jul,70,1,1,prairie,closed,2,12,,,,,,,,
15-Jul,70,1,1,prairie,closed,3,12,7,0,0,0,0,0,0,
15-Jul,70,1,1,prairie,sham,1,12,,,,,,,,
15-Jul,70,1,1,prairie,sham,2,12,,,,,,,,
15-Jul,70,1,1,prairie,sham,3,12,2,4,0,0,0,0,0,
15-Jul,70,1,1,soy,open,1,12,,,,,,,,
15-Jul,70,1,1,soy,open,2,12,,,,,,,,
15-Jul,70,1,1,soy,open,3,12,0,3,0,0,0,0,0,
15-Jul,70,1,1,soy,closed,1,12,,,,,,,,
15-Jul,70,1,1,soy,closed,2,12,,,,,,,,
15-Jul,70,1,1,soy,closed,3,12,3,3,0,0,0,0,0,
15-Jul,70,1,1,soy,sham,1,12,,,,,,,,
15-Jul,70,1,1,soy,sham,2,12,,,,,,,,
15-Jul,70,1,1,soy,sham,3,12,2,0,0,0,0,0,0,
15-Jul,70,1,2,prairie,open,1,12,,,,,,,,
15-Jul,70,1,2,prairie,open,2,12,,,,,,,,
15-Jul,70,1,2,prairie,open,3,12,3,0,0,0,0,0,0,
15-Jul,70,1,2,prairie,closed,1,12,,,,,,,,
15-Jul,70,1,2,prairie,closed,2,12,,,,,,,,
15-Jul,70,1,2,prairie,closed,3,12,6,5,0,0,0,0,0,
15-Jul,70,1,2,prairie,sham,1,12,,,,,,,,
15-Jul,70,1,2,prairie,sham,2,12,,,,,,,,
15-Jul,70,1,2,prairie,sham,3,12,2,0,0,0,0,0,0,
15-Jul,70,1,2,soy,open,1,12,,,,,,,,
15-Jul,70,1,2,soy,open,2,12,,,,,,,,
15-Jul,70,1,2,soy,open,3,12,0,0,0,0,0,0,0,
15-Jul,70,1,2,soy,closed,1,12,,,,,,,,
15-Jul,70,1,2,soy,closed,2,12,,,,,,,,
15-Jul,70,1,2,soy,closed,3,12,0,9,0,0,0,0,0,
15-Jul,70,1,2,soy,sham,1,12,,,,,,,,
15-Jul,70,1,2,soy,sham,2,12,,,,,,,,
15-Jul,70,1,2,soy,sham,3,12,8,0,0,0,0,0,0,
15-Jul,70,1,3,prairie,open,1,12,,,,,,,,
15-Jul,70,1,3,prairie,open,2,12,,,,,,,,
15-Jul,70,1,3,prairie,open,3,12,0,0,0,0,0,0,0,
15-Jul,70,1,3,prairie,closed,1,12,,,,,,,,
15-Jul,70,1,3,prairie,closed,2,12,,,,,,,,
15-Jul,70,1,3,prairie,closed,3,12,10,0,0,0,0,0,0,
15-Jul,70,1,3,prairie,sham,1,12,,,,,,,,
15-Jul,70,1,3,prairie,sham,2,12,,,,,,,,
15-Jul,70,1,3,prairie,sham,3,12,6,0,0,0,0,0,0,
15-Jul,70,1,3,soy,open,1,12,,,,,,,,
15-Jul,70,1,3,soy,open,2,12,,,,,,,,
15-Jul,70,1,3,soy,open,3,12,2,0,0,0,0,0,0,
15-Jul,70,1,3,soy,closed,1,12,,,,,,,,
15-Jul,70,1,3,soy,closed,2,12,,,,,,,,
15-Jul,70,1,3,soy,closed,3,12,7,1,0,0,0,0,0,
15-Jul,70,1,3,soy,sham,1,12,,,,,,,,
15-Jul,70,1,3,soy,sham,2,12,,,,,,,,
15-Jul,70,1,3,soy,sham,3,12,0,0,0,0,0,0,0,
15-Jul,70,1,4,prairie,open,1,12,,,,,,,,
15-Jul,70,1,4,prairie,open,2,12,,,,,,,,
15-Jul,70,1,4,prairie,open,3,12,4,0,0,0,0,0,0,
15-Jul,70,1,4,prairie,closed,1,12,,,,,,,,
15-Jul,70,1,4,prairie,closed,2,12,,,,,,,,
15-Jul,70,1,4,prairie,closed,3,12,4,2,0,0,0,0,0,
15-Jul,70,1,4,prairie,sham,1,12,,,,,,,,
15-Jul,70,1,4,prairie,sham,2,12,,,,,,,,
15-Jul,70,1,4,prairie,sham,3,12,6,1,0,0,0,0,0,
15-Jul,70,1,4,soy,open,1,12,,,,,,,,
15-Jul,70,1,4,soy,open,2,12,,,,,,,,
15-Jul,70,1,4,soy,open,3,12,0,0,0,0,0,0,0,
15-Jul,70,1,4,soy,closed,1,12,,,,,,,,
15-Jul,70,1,4,soy,closed,2,12,,,,,,,,
15-Jul,70,1,4,soy,closed,3,12,0,0,0,0,0,0,0,
15-Jul,70,1,4,soy,sham,1,12,,,,,,,,
15-Jul,70,1,4,soy,sham,2,12,,,,,,,,
15-Jul,70,1,4,soy,sham,3,12,0,0,0,0,0,0,0,
15-Jul,74,1,1,prairie,open,1,12,,,,,,,,
15-Jul,74,1,1,prairie,open,2,12,,,,,,,,
15-Jul,74,1,1,prairie,open,3,12,4,0,0,0,0,0,0,
15-Jul,74,1,1,prairie,closed,1,12,,,,,,,,
15-Jul,74,1,1,prairie,closed,2,12,,,,,,,,
15-Jul,74,1,1,prairie,closed,3,12,7,3,0,0,0,0,0,
15-Jul,74,1,1,prairie,sham,1,12,,,,,,,,
15-Jul,74,1,1,prairie,sham,2,12,,,,,,,,
15-Jul,74,1,1,prairie,sham,3,12,1,4,0,0,0,0,0,
15-Jul,74,1,1,soy,open,1,12,,,,,,,,
15-Jul,74,1,1,soy,open,2,12,,,,,,,,
15-Jul,74,1,1,soy,open,3,12,0,2,0,0,0,0,0,
15-Jul,74,1,1,soy,closed,1,12,,,,,,,,
15-Jul,74,1,1,soy,closed,2,12,,,,,,,,
15-Jul,74,1,1,soy,closed,3,12,3,4,0,0,0,0,0,
15-Jul,74,1,1,soy,sham,1,12,,,,,,,,
15-Jul,74,1,1,soy,sham,2,12,,,,,,,,
15-Jul,74,1,1,soy,sham,3,12,0,0,0,0,0,0,0,
15-Jul,74,1,2,prairie,open,1,12,,,,,,,,
15-Jul,74,1,2,prairie,open,2,12,,,,,,,,
15-Jul,74,1,2,prairie,open,3,12,3,0,0,0,0,0,0,
15-Jul,74,1,2,prairie,closed,1,12,,,,,,,,
15-Jul,74,1,2,prairie,closed,2,12,,,,,,,,
15-Jul,74,1,2,prairie,closed,3,12,4,5,0,0,0,0,0,
15-Jul,74,1,2,prairie,sham,1,12,,,,,,,,
15-Jul,74,1,2,prairie,sham,2,12,,,,,,,,
15-Jul,74,1,2,prairie,sham,3,12,2,0,0,0,0,0,0,
15-Jul,74,1,2,soy,open,1,12,,,,,,,,
15-Jul,74,1,2,soy,open,2,12,,,,,,,,
15-Jul,74,1,2,soy,open,3,12,0,0,0,0,0,0,0,
15-Jul,74,1,2,soy,closed,1,12,,,,,,,,
15-Jul,74,1,2,soy,closed,2,12,,,,,,,,
15-Jul,74,1,2,soy,closed,3,12,0,9,0,0,0,0,0,
15-Jul,74,1,2,soy,sham,1,12,,,,,,,,
15-Jul,74,1,2,soy,sham,2,12,,,,,,,,
15-Jul,74,1,2,soy,sham,3,12,7,0,0,0,0,0,0,
15-Jul,74,1,3,prairie,open,1,12,,,,,,,,
15-Jul,74,1,3,prairie,open,2,12,,,,,,,,
15-Jul,74,1,3,prairie,open,3,12,0,0,0,0,0,0,0,
15-Jul,74,1,3,prairie,closed,1,12,,,,,,,,
15-Jul,74,1,3,prairie,closed,2,12,,,,,,,,
15-Jul,74,1,3,prairie,closed,3,12,11,0,0,0,0,0,0,
15-Jul,74,1,3,prairie,sham,1,12,,,,,,,,
15-Jul,74,1,3,prairie,sham,2,12,,,,,,,,
15-Jul,74,1,3,prairie,sham,3,12,6,0,0,0,0,0,0,
15-Jul,74,1,3,soy,open,1,12,,,,,,,,
15-Jul,74,1,3,soy,open,2,12,,,,,,,,
15-Jul,74,1,3,soy,open,3,12,1,0,0,0,0,0,0,
15-Jul,74,1,3,soy,closed,1,12,,,,,,,,
15-Jul,74,1,3,soy,closed,2,12,,,,,,,,
15-Jul,74,1,3,soy,closed,3,12,7,1,0,0,0,0,0,
15-Jul,74,1,3,soy,sham,1,12,,,,,,,,
15-Jul,74,1,3,soy,sham,2,12,,,,,,,,
15-Jul,74,1,3,soy,sham,3,12,0,0,0,0,0,0,0,
15-Jul,74,1,4,prairie,open,1,12,,,,,,,,
15-Jul,74,1,4,prairie,open,2,12,,,,,,,,
15-Jul,74,1,4,prairie,open,3,12,4,0,0,0,0,0,0,
15-Jul,74,1,4,prairie,closed,1,12,,,,,,,,
15-Jul,74,1,4,prairie,closed,2,12,,,,,,,,
15-Jul,74,1,4,prairie,closed,3,12,4,1,0,0,0,0,0,
15-Jul,74,1,4,prairie,sham,1,12,,,,,,,,
15-Jul,74,1,4,prairie,sham,2,12,,,,,,,,
15-Jul,74,1,4,prairie,sham,3,12,6,1,0,0,0,0,0,
15-Jul,74,1,4,soy,open,1,12,,,,,,,,
15-Jul,74,1,4,soy,open,2,12,,,,,,,,
15-Jul,74,1,4,soy,open,3,12,0,0,0,0,0,0,0,
