date,hours_since_deployment,block,treatment,exclosure_treatment,initial_count,eggs,1_instars,2_instars,3_instars,4_instars,5_instars,pupae,total_all_stages
23-Aug,8,2,bare,sham,12,5,0,0,0,0,0,0,5
23-Aug,11,2,bare,sham,12,5,0,0,0,0,0,0,5
23-Aug,13,2,bare,sham,12,5,0,0,0,0,0,0,5
24-Aug,19,2,bare,sham,12,5,0,0,0,0,0,0,5
24-Aug,22,2,bare,sham,12,4,0,0,0,0,0,0,4
24-Aug,26,2,bare,sham,12,4,0,0,0,0,0,0,4
25-Aug,49,2,bare,sham,12,3,0,0,0,0,0,0,3
26-Aug,71,2,bare,sham,12,2,0,0,0,0,0,0,2
27-Aug,97,2,bare,sham,12,1,0,0,0,0,0,0,1
29-Aug,145,2,bare,sham,12,0,0,0,0,0,0,0,0
5-Sep,312,2,bare,sham,12,0,0,0,0,0,0,0,0
12-Sep,480,2,bare,sham,12,0,0,0,0,0,0,0,0
17-Sep,600,2,bare,sham,12,0,0,0,0,0,0,0,0
23-Aug,0,2,corn,closed,12,12,0,0,0,0,0,0,12
23-Aug,6,2,corn,closed,12,12,0,0,0,0,0,0,12
23-Aug,8,2,corn,closed,12,12,0,0,0,0,0,0,12
23-Aug,11,2,corn,closed,12,12,0,0,0,0,0,0,12
23-Aug,13,2,corn,closed,12,12,0,0,0,0,0,0,12
24-Aug,19,2,corn,closed,12,12,0,0,0,0,0,0,12
24-Aug,22,2,corn,closed,12,12,0,0,0,0,0,0,12
24-Aug,26,2,corn,closed,12,12,0,0,0,0,0,0,12
25-Aug,49,2,corn,closed,12,12,0,0,0,0,0,0,12
26-Aug,71,2,corn,closed,12,12,0,0,0,0,0,0,12
27-Aug,97,2,corn,closed,12,10,2,0,0,0,0,0,12
29-Aug,145,2,corn,closed,12,2,7,0,0,0,0,0,9
5-Sep,312,2,corn,closed,12,0,0,0,0,3,0,0,3
12-Sep,480,2,corn,closed,12,0,0,0,0,0,3,2,5
17-Sep,600,2,corn,closed,12,0,0,0,0,0,0,6,6
23-Aug,0,2,corn,open,12,12,0,0,0,0,0,0,12
23-Aug,6,2,corn,open,12,12,0,0,0,0,0,0,12
23-Aug,8,2,corn,open,12,11,0,0,0,0,0,0,11
23-Aug,11,2,corn,open,12,11,0,0,0,0,0,0,11
23-Aug,13,2,corn,open,12,10,0,0,0,0,0,0,10
24-Aug,19,2,corn,open,12,6,0,0,0,0,0,0,6
24-Aug,22,2,corn,open,12,6,0,0,0,0,0,0,6
24-Aug,26,2,corn,open,12,5,0,0,0,0,0,0,5
25-Aug,49,2,corn,open,12,4,0,0,0,0,0,0,4
26-Aug,71,2,corn,open,12,2,0,0,0,0,0,0,2
27-Aug,97,2,corn,open,12,3,0,0,0,0,0,0,3
29-Aug,145,2,corn,open,12,0,1,0,0,0,0,0,1
5-Sep,312,2,corn,open,12,0,0,0,0,0,0,0,0
12-Sep,480,2,corn,open,12,0,0,0,0,0,0,0,0
17-Sep,600,2,corn,open,12,0,0,0,0,0,0,0,0
23-Aug,0,2,corn,sham,12,12,0,0,0,0,0,0,12
23-Aug,6,2,corn,sham,12,11,0,0,0,0,0,0,11
23-Aug,8,2,corn,sham,12,11,0,0,0,0,0,0,11
23-Aug,11,2,corn,sham,12,11,0,0,0,0,0,0,11
23-Aug,13,2,corn,sham,12,9,0,0,0,0,0,0,9
24-Aug,19,2,corn,sham,12,10,0,0,0,0,0,0,10
24-Aug,22,2,corn,sham,12,10,0,0,0,0,0,0,10
24-Aug,26,2,corn,sham,12,10,0,0,0,0,0,0,10
25-Aug,49,2,corn,sham,12,8,0,0,0,0,0,0,8
26-Aug,71,2,corn,sham,12,7,0,0,0,0,0,0,7
27-Aug,97,2,corn,sham,12,4,1,0,0,0,0,0,5
29-Aug,145,2,corn,sham,12,0,1,0,0,0,0,0,1
5-Sep,312,2,corn,sham,12,0,0,0,0,1,0,0,1
12-Sep,480,2,corn,sham,12,0,0,0,0,0,0,0,0
17-Sep,600,2,corn,sham,12,0,0,0,0,0,0,0,0
23-Aug,0,2,prairie,closed,12,12,0,0,0,0,0,0,12
23-Aug,6,2,prairie,closed,12,12,0,0,0,0,0,0,12
23-Aug,8,2,prairie,closed,12,12,0,0,0,0,0,0,12
23-Aug,11,2,prairie,closed,12,12,0,0,0,0,0,0,12
23-Aug,13,2,prairie,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,2,prairie,closed,12,11,0,0,0,0,0,0,11
24-Aug,22,2,prairie,closed,12,11,0,0,0,0,0,0,11
24-Aug,26,2,prairie,closed,12,11,0,0,0,0,0,0,11
25-Aug,49,2,prairie,closed,12,10,0,0,0,0,0,0,10
26-Aug,71,2,prairie,closed,12,7,0,0,0,0,0,0,7
27-Aug,97,2,prairie,closed,12,1,6,0,0,0,0,0,7
29-Aug,145,2,prairie,closed,12,0,5,1,0,0,0,0,6
5-Sep,312,2,prairie,closed,12,0,0,0,3,1,0,0,4
12-Sep,480,2,prairie,closed,12,0,0,0,0,0,4,0,4
17-Sep,600,2,prairie,closed,12,0,0,0,0,0,0,4,4
23-Aug,0,2,prairie,open,12,12,0,0,0,0,0,0,12
23-Aug,6,2,prairie,open,12,2,0,0,0,0,0,0,2
23-Aug,8,2,prairie,open,12,2,0,0,0,0,0,0,2
23-Aug,11,2,prairie,open,12,1,0,0,0,0,0,0,1
23-Aug,13,2,prairie,open,12,1,0,0,0,0,0,0,1
24-Aug,19,2,prairie,open,12,0,0,0,0,0,0,0,0
24-Aug,22,2,prairie,open,12,0,0,0,0,0,0,0,0
24-Aug,26,2,prairie,open,12,0,0,0,0,0,0,0,0
25-Aug,49,2,prairie,open,12,0,0,0,0,0,0,0,0
26-Aug,71,2,prairie,open,12,0,0,0,0,0,0,0,0
27-Aug,97,2,prairie,open,12,0,0,0,0,0,0,0,0
29-Aug,145,2,prairie,open,12,0,0,0,0,0,0,0,0
5-Sep,312,2,prairie,open,12,0,0,0,0,0,0,0,0
12-Sep,480,2,prairie,open,12,0,0,0,0,0,0,0,0
17-Sep,600,2,prairie,open,12,0,0,0,0,0,0,0,0
23-Aug,0,2,prairie,sham,12,12,0,0,0,0,0,0,12
23-Aug,6,2,prairie,sham,12,11,0,0,0,0,0,0,11
23-Aug,8,2,prairie,sham,12,11,0,0,0,0,0,0,11
23-Aug,11,2,prairie,sham,12,11,0,0,0,0,0,0,11
23-Aug,13,2,prairie,sham,12,9,0,0,0,0,0,0,9
24-Aug,19,2,prairie,sham,12,9,0,0,0,0,0,0,9
24-Aug,22,2,prairie,sham,12,9,0,0,0,0,0,0,9
24-Aug,26,2,prairie,sham,12,9,0,0,0,0,0,0,9
25-Aug,49,2,prairie,sham,12,8,0,0,0,0,0,0,8
26-Aug,71,2,prairie,sham,12,4,1,0,0,0,0,0,5
27-Aug,97,2,prairie,sham,12,1,2,0,0,0,0,0,3
29-Aug,145,2,prairie,sham,12,0,0,0,0,0,0,0,0
5-Sep,312,2,prairie,sham,12,0,0,0,0,0,0,0,0
12-Sep,480,2,prairie,sham,12,0,0,0,0,0,0,0,0
17-Sep,600,2,prairie,sham,12,0,0,0,0,0,0,0,0
23-Aug,0,2,soy,closed,12,12,0,0,0,0,0,0,12
23-Aug,6,2,soy,closed,12,12,0,0,0,0,0,0,12
23-Aug,8,2,soy,closed,12,12,0,0,0,0,0,0,12
23-Aug,11,2,soy,closed,12,12,0,0,0,0,0,0,12
23-Aug,13,2,soy,closed,12,12,0,0,0,0,0,0,12
24-Aug,19,2,soy,closed,12,11,0,0,0,0,0,0,11
24-Aug,22,2,soy,closed,12,11,0,0,0,0,0,0,11
24-Aug,26,2,soy,closed,12,11,0,0,0,0,0,0,11
25-Aug,49,2,soy,closed,12,9,0,0,0,0,0,0,9
26-Aug,71,2,soy,closed,12,11,0,0,0,0,0,0,11
27-Aug,97,2,soy,closed,12,6,1,0,0,0,0,0,7
29-Aug,145,2,soy,closed,12,2,4,0,0,0,0,0,6
5-Sep,312,2,soy,closed,12,0,0,0,0,1,0,0,1
12-Sep,480,2,soy,closed,12,0,0,0,0,0,2,0,2
17-Sep,600,2,soy,closed,12,0,0,0,0,0,0,2,2
23-Aug,0,2,soy,open,12,12,0,0,0,0,0,0,12
23-Aug,6,2,soy,open,12,11,0,0,0,0,0,0,11
23-Aug,8,2,soy,open,12,11,0,0,0,0,0,0,11
23-Aug,11,2,soy,open,12,11,0,0,0,0,0,0,11
23-Aug,13,2,soy,open,12,11,0,0,0,0,0,0,11
24-Aug,19,2,soy,open,12,11,0,0,0,0,0,0,11
24-Aug,22,2,soy,open,12,10,0,0,0,0,0,0,10
24-Aug,26,2,soy,open,12,10,0,0,0,0,0,0,10
25-Aug,49,2,soy,open,12,10,0,0,0,0,0,0,10
26-Aug,71,2,soy,open,12,7,0,0,0,0,0,0,7
27-Aug,97,2,soy,open,12,3,1,0,0,0,0,0,4
29-Aug,145,2,soy,open,12,0,2,0,0,0,0,0,2
5-Sep,312,2,soy,open,12,0,0,0,0,0,0,0,0
12-Sep,480,2,soy,open,12,0,0,0,0,0,0,0,0
17-Sep,600,2,soy,open,12,0,0,0,0,0,0,0,0
23-Aug,0,2,soy,sham,12,12,0,0,0,0,0,0,12
23-Aug,6,2,soy,sham,12,11,0,0,0,0,0,0,11
23-Aug,8,2,soy,sham,12,11,0,0,0,0,0,0,11
23-Aug,11,2,soy,sham,12,11,0,0,0,0,0,0,11
23-Aug,13,2,soy,sham,12,11,0,0,0,0,0,0,11
24-Aug,19,2,soy,sham,12,11,0,0,0,0,0,0,11
24-Aug,22,2,soy,sham,12,11,0,0,0,0,0,0,11
24-Aug,26,2,soy,sham,12,9,0,0,0,0,0,0,9
25-Aug,49,2,soy,sham,12,6,0,0,0,0,0,0,6
26-Aug,71,2,soy,sham,12,4,0,0,0,0,0,0,4
27-Aug,97,2,soy,sham,12,1,1,0,0,0,0,0,2
29-Aug,145,2,soy,sham,12,0,0,0,0,0,0,0,0
5-Sep,312,2,soy,sham,12,0,0,0,0,0,0,0,0
12-Sep,480,2,soy,sham,12,0,0,0,0,0,0,0,0
17-Sep,600,2,soy,sham,12,0,0,0,0,0,0,0,0
23-Aug,0,2,turf,closed,12,12,0,0,0,0,0,0,12
23-Aug,6,2,turf,closed,12,12,0,0,0,0,0,0,12
23-Aug,8,2,turf,closed,12,12,0,0,0,0,0,0,12
