date,hours_since_deployment,block,treatment,exclosure_treatment,Initial_count,eggs,1_instars,2_instars,3_instars,4_instars,5_instars,pupae,total_all_stages
23-Aug,8,4,bare,open,12,12,0,0,0,0,0,0,12
23-Aug,8,4,bare,sham,12,12,0,0,0,0,0,0,12
23-Aug,8,4,corn,closed,8,7,0,0,0,0,0,0,7
23-Aug,8,4,corn,open,12,11,0,0,0,0,0,0,12
23-Aug,8,4,corn,sham,12,12,0,0,0,0,0,0,12
23-Aug,8,4,prairie,closed,12,12,0,0,0,0,0,0,12
23-Aug,8,4,prairie,open,12,9,0,0,0,0,0,0,9
23-Aug,8,4,prairie,sham,12,9,0,0,0,0,0,0,9
23-Aug,8,4,soy,closed,12,12,0,0,0,0,0,0,12
23-Aug,8,4,soy,open,12,12,0,0,0,0,0,0,12
23-Aug,8,4,soy,sham,12,12,0,0,0,0,0,0,12
23-Aug,8,4,turf,closed,12,11,0,0,0,0,0,0,11
23-Aug,8,4,turf,open,12,12,0,0,0,0,0,0,12
23-Aug,8,4,turf,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,1,bare,closed,12,11,0,0,0,0,0,0,11
23-Aug,10,1,bare,open,12,12,0,0,0,0,0,0,12
23-Aug,10,1,bare,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,1,corn,closed,12,11,0,0,0,0,0,0,11
23-Aug,10,1,corn,open,12,11,0,0,0,0,0,0,11
23-Aug,10,1,corn,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,1,prairie,closed,12,10,0,0,0,0,0,0,10
23-Aug,10,1,prairie,open,12,10,0,0,0,0,0,0,10
23-Aug,10,1,prairie,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,1,soy,closed,12,10,0,0,0,0,0,0,11.5
23-Aug,10,1,soy,open,12,10,0,0,0,0,0,0,10
23-Aug,10,1,soy,sham,12,11,0,0,0,0,0,0,11
23-Aug,10,1,turf,closed,12,10,0,0,0,0,0,0,11.5
23-Aug,10,1,turf,open,12,8,0,0,0,0,0,0,8
23-Aug,10,1,turf,sham,8,7,0,0,0,0,0,0,7
23-Aug,10,2,bare,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,2,bare,open,12,11,0,0,0,0,0,0,11
23-Aug,10,2,bare,sham,12,5,0,0,0,0,0,0,5
23-Aug,10,2,corn,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,2,corn,open,12,11,0,0,0,0,0,0,11
23-Aug,10,2,corn,sham,12,11,0,0,0,0,0,0,11
23-Aug,10,2,prairie,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,2,prairie,open,12,1,0,0,0,0,0,0,1
23-Aug,10,2,prairie,sham,12,11,0,0,0,0,0,0,11
23-Aug,10,2,soy,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,2,soy,open,12,11,0,0,0,0,0,0,11
23-Aug,10,2,soy,sham,12,11,0,0,0,0,0,0,11
23-Aug,10,2,turf,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,2,turf,open,12,10,0,0,0,0,0,0,10
23-Aug,10,2,turf,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,3,bare,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,3,bare,open,12,12,0,0,0,0,0,0,12
23-Aug,10,3,bare,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,3,corn,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,3,corn,open,12,11,0,0,0,0,0,0,11
23-Aug,10,3,corn,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,3,prairie,closed,12,11,0,0,0,0,0,0,11
23-Aug,10,3,prairie,open,12,5,0,0,0,0,0,0,5
23-Aug,10,3,prairie,sham,12,11,0,0,0,0,0,0,11
23-Aug,10,3,soy,closed,12,11,0,0,0,0,0,0,11
23-Aug,10,3,soy,open,12,11,0,0,0,0,0,0,11
23-Aug,10,3,soy,sham,12,10,0,0,0,0,0,0,10
23-Aug,10,3,turf,closed,12,11,0,0,0,0,0,0,11
23-Aug,10,3,turf,open,12,11,0,0,0,0,0,0,11
23-Aug,10,3,turf,sham,12,11,0,0,0,0,0,0,11
23-Aug,10,4,bare,closed,12,10,0,0,0,0,0,0,12
23-Aug,10,4,bare,open,12,12,0,0,0,0,0,0,12
23-Aug,10,4,bare,sham,12,11,0,0,0,0,0,0,11
23-Aug,10,4,corn,closed,8,7,0,0,0,0,0,0,7
23-Aug,10,4,corn,open,12,11,0,0,0,0,0,0,12
23-Aug,10,4,corn,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,4,prairie,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,4,prairie,open,12,9,0,0,0,0,0,0,9
23-Aug,10,4,prairie,sham,12,9,0,0,0,0,0,0,9
23-Aug,10,4,soy,closed,12,12,0,0,0,0,0,0,12
23-Aug,10,4,soy,open,12,10,0,0,0,0,0,0,10
23-Aug,10,4,soy,sham,12,12,0,0,0,0,0,0,12
23-Aug,10,4,turf,closed,12,11,0,0,0,0,0,0,11
23-Aug,10,4,turf,open,12,12,0,0,0,0,0,0,12
23-Aug,10,4,turf,sham,12,12,0,0,0,0,0,0,12
23-Aug,12,1,bare,closed,12,11,0,0,0,0,0,0,11
23-Aug,12,1,bare,open,12,12,0,0,0,0,0,0,12
23-Aug,12,1,bare,sham,12,12,0,0,0,0,0,0,12
23-Aug,12,1,corn,closed,12,11,0,0,0,0,0,0,11
23-Aug,12,1,corn,open,12,11,0,0,0,0,0,0,11
23-Aug,12,1,corn,sham,12,12,0,0,0,0,0,0,12
23-Aug,12,1,prairie,closed,12,9,0,0,0,0,0,0,9
23-Aug,12,1,prairie,open,12,7,0,0,0,0,0,0,7
23-Aug,12,1,prairie,sham,12,12,0,0,0,0,0,0,12
23-Aug,12,1,soy,closed,12,10,0,0,0,0,0,0,11.5
23-Aug,12,1,soy,open,12,10,0,0,0,0,0,0,10
23-Aug,12,1,soy,sham,12,11,0,0,0,0,0,0,11
23-Aug,12,1,turf,closed,12,10,0,0,0,0,0,0,11.5
23-Aug,12,1,turf,open,12,8,0,0,0,0,0,0,8
23-Aug,12,1,turf,sham,8,7,0,0,0,0,0,0,7
23-Aug,12,2,bare,closed,12,12,0,0,0,0,0,0,12
23-Aug,12,2,bare,open,12,11,0,0,0,0,0,0,11
23-Aug,12,2,bare,sham,12,5,0,0,0,0,0,0,5
23-Aug,12,2,corn,closed,12,12,0,0,0,0,0,0,12
23-Aug,12,2,corn,open,12,10,0,0,0,0,0,0,10
23-Aug,12,2,corn,sham,12,9,0,0,0,0,0,0,10.5
23-Aug,12,2,prairie,closed,12,11,0,0,0,0,0,0,11
23-Aug,12,2,prairie,open,12,1,0,0,0,0,0,0,1
23-Aug,12,2,prairie,sham,12,9,0,0,0,0,0,0,9
23-Aug,12,2,soy,closed,12,12,0,0,0,0,0,0,12
23-Aug,12,2,soy,open,12,11,0,0,0,0,0,0,11
23-Aug,12,2,soy,sham,12,11,0,0,0,0,0,0,11
23-Aug,12,2,turf,closed,12,12,0,0,0,0,0,0,12
23-Aug,12,2,turf,open,12,10,0,0,0,0,0,0,10
23-Aug,12,2,turf,sham,12,12,0,0,0,0,0,0,12
24-Aug,12,3,bare,closed,12,12,0,0,0,0,0,0,12
24-Aug,12,3,bare,open,12,12,0,0,0,0,0,0,12
24-Aug,12,3,bare,sham,12,12,0,0,0,0,0,0,12
24-Aug,12,3,corn,closed,12,12,0,0,0,0,0,0,12
24-Aug,12,3,corn,open,12,11,0,0,0,0,0,0,11
24-Aug,12,3,corn,sham,12,11,0,0,0,0,0,0,11
24-Aug,12,3,prairie,closed,12,11,0,0,0,0,0,0,11
24-Aug,12,3,prairie,open,12,1,0,0,0,0,0,0,1
24-Aug,12,3,prairie,sham,12,9,0,0,0,0,0,0,9
24-Aug,12,3,soy,closed,12,11,0,0,0,0,0,0,11
24-Aug,12,3,soy,open,12,8,0,0,0,0,0,0,8
24-Aug,12,3,soy,sham,12,9,0,0,0,0,0,0,9
24-Aug,12,3,turf,closed,12,11,0,0,0,0,0,0,11
24-Aug,12,3,turf,open,12,11,0,0,0,0,0,0,11
24-Aug,12,3,turf,sham,12,11,0,0,0,0,0,0,11
24-Aug,12,4,bare,closed,12,12,0,0,0,0,0,0,12
24-Aug,12,4,bare,open,12,11,0,0,0,0,0,0,11
24-Aug,12,4,bare,sham,12,7,0,0,0,0,0,0,7
24-Aug,12,4,corn,closed,8,7,0,0,0,0,0,0,7
24-Aug,12,4,corn,open,12,11,0,0,0,0,0,0,12
24-Aug,12,4,corn,sham,12,12,0,0,0,0,0,0,12
24-Aug,12,4,prairie,closed,12,12,0,0,0,0,0,0,12
24-Aug,12,4,prairie,open,12,8,0,0,0,0,0,0,8
24-Aug,12,4,prairie,sham,12,6,0,0,0,0,0,0,6
24-Aug,12,4,soy,closed,12,12,0,0,0,0,0,0,12
24-Aug,12,4,soy,open,12,9,0,0,0,0,0,0,9
24-Aug,12,4,soy,sham,12,12,0,0,0,0,0,0,12
24-Aug,12,4,turf,closed,12,11,0,0,0,0,0,0,11
24-Aug,12,4,turf,open,12,12,0,0,0,0,0,0,12
24-Aug,12,4,turf,sham,12,12,0,0,0,0,0,0,12
24-Aug,19,1,bare,closed,12,6,0,0,0,0,0,0,6
24-Aug,19,1,bare,open,12,12,0,0,0,0,0,0,12
24-Aug,19,1,bare,sham,12,12,0,0,0,0,0,0,12
24-Aug,19,1,corn,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,1,corn,open,12,11,0,0,0,0,0,0,11
24-Aug,19,1,corn,sham,12,12,0,0,0,0,0,0,12
24-Aug,19,1,prairie,closed,12,9,0,0,0,0,0,0,9
24-Aug,19,1,prairie,open,12,6,0,0,0,0,0,0,6
24-Aug,19,1,prairie,sham,12,7,0,0,0,0,0,0,7
24-Aug,19,1,soy,closed,12,10,0,0,0,0,0,0,11.5
24-Aug,19,1,soy,open,12,10,0,0,0,0,0,0,10
24-Aug,19,1,soy,sham,12,11,0,0,0,0,0,0,11
24-Aug,19,1,turf,closed,12,10,0,0,0,0,0,0,11.5
24-Aug,19,1,turf,open,12,8,0,0,0,0,0,0,8
24-Aug,19,1,turf,sham,8,7,0,0,0,0,0,0,7
24-Aug,19,2,bare,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,2,bare,open,12,11,0,0,0,0,0,0,11
24-Aug,19,2,bare,sham,12,5,0,0,0,0,0,0,5
24-Aug,19,2,corn,closed,12,12,0,0,0,0,0,0,12
24-Aug,19,2,corn,open,12,6,0,0,0,0,0,0,6
24-Aug,19,2,corn,sham,12,10,0,0,0,0,0,0,10
24-Aug,19,2,prairie,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,2,prairie,open,12,0,0,0,0,0,0,0,0
24-Aug,19,2,prairie,sham,12,9,0,0,0,0,0,0,9
24-Aug,19,2,soy,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,2,soy,open,12,11,0,0,0,0,0,0,11
24-Aug,19,2,soy,sham,12,11,0,0,0,0,0,0,11
24-Aug,19,2,turf,closed,12,12,0,0,0,0,0,0,12
24-Aug,19,2,turf,open,12,10,0,0,0,0,0,0,10
24-Aug,19,2,turf,sham,12,11,0,0,0,0,0,0,12
24-Aug,19,3,bare,closed,12,12,0,0,0,0,0,0,12
24-Aug,19,3,bare,open,12,12,0,0,0,0,0,0,12
24-Aug,19,3,bare,sham,12,12,0,0,0,0,0,0,12
24-Aug,19,3,corn,closed,12,12,0,0,0,0,0,0,12
24-Aug,19,3,corn,open,12,11,0,0,0,0,0,0,11
24-Aug,19,3,corn,sham,12,11,0,0,0,0,0,0,11
24-Aug,19,3,prairie,closed,12,9,0,0,0,0,0,0,9
24-Aug,19,3,prairie,open,12,1,0,0,0,0,0,0,1
24-Aug,19,3,prairie,sham,12,7,0,0,0,0,0,0,7
24-Aug,19,3,soy,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,3,soy,open,12,3,0,0,0,0,0,0,3
24-Aug,19,3,soy,sham,12,8,0,0,0,0,0,0,8
24-Aug,19,3,turf,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,3,turf,open,12,11,0,0,0,0,0,0,11
24-Aug,19,3,turf,sham,12,11,0,0,0,0,0,0,11
24-Aug,19,4,bare,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,4,bare,open,12,11,0,0,0,0,0,0,11
24-Aug,19,4,bare,sham,12,6,0,0,0,0,0,0,6
24-Aug,19,4,corn,closed,8,7,0,0,0,0,0,0,7
24-Aug,19,4,corn,open,12,11,0,0,0,0,0,0,12
24-Aug,19,4,corn,sham,12,12,0,0,0,0,0,0,12
24-Aug,19,4,prairie,closed,12,12,0,0,0,0,0,0,12
24-Aug,19,4,prairie,open,12,8,0,0,0,0,0,0,8
24-Aug,19,4,prairie,sham,12,5,0,0,0,0,0,0,5
24-Aug,19,4,soy,closed,12,9,0,0,0,0,0,0,9
24-Aug,19,4,soy,open,12,9,0,0,0,0,0,0,9
24-Aug,19,4,soy,sham,12,12,0,0,0,0,0,0,12
24-Aug,19,4,turf,closed,12,11,0,0,0,0,0,0,11
24-Aug,19,4,turf,open,12,12,0,0,0,0,0,0,12
24-Aug,19,4,turf,sham,12,12,0,0,0,0,0,0,12
24-Aug,21,1,bare,closed,12,6,0,0,0,0,0,0,6
24-Aug,21,1,bare,open,12,12,0,0,0,0,0,0,12
24-Aug,21,1,bare,sham,12,12,0,0,0,0,0,0,12
24-Aug,21,1,corn,closed,12,11,0,0,0,0,0,0,11
24-Aug,21,1,corn,open,12,10,0,0,0,0,0,0,11
24-Aug,21,1,corn,sham,12,12,0,0,0,0,0,0,12
24-Aug,21,1,prairie,closed,12,8,0,0,0,0,0,0,8
24-Aug,21,1,prairie,open,12,6,0,0,0,0,0,0,6
24-Aug,21,1,prairie,sham,12,7,0,0,0,0,0,0,7
24-Aug,21,1,soy,closed,12,9,0,0,0,0,0,0,11.5
24-Aug,21,1,soy,open,12,10,0,0,0,0,0,0,10
24-Aug,21,1,soy,sham,12,11,0,0,0,0,0,0,11
24-Aug,21,1,turf,closed,12,10,0,0,0,0,0,0,11.5
24-Aug,21,1,turf,open,12,4,0,0,0,0,0,0,4
24-Aug,21,1,turf,sham,8,7,0,0,0,0,0,0,7
24-Aug,21,2,bare,closed,12,11,0,0,0,0,0,0,11
24-Aug,21,2,bare,open,12,11,0,0,0,0,0,0,11
24-Aug,21,2,bare,sham,12,4,0,0,0,0,0,0,4
24-Aug,21,2,corn,closed,12,12,0,0,0,0,0,0,12
24-Aug,21,2,corn,open,12,6,0,0,0,0,0,0,6
24-Aug,21,2,corn,sham,12,10,0,0,0,0,0,0,10
24-Aug,21,2,prairie,closed,12,11,0,0,0,0,0,0,11
24-Aug,21,2,prairie,open,12,0,0,0,0,0,0,0,0
24-Aug,21,2,prairie,sham,12,9,0,0,0,0,0,0,9
24-Aug,21,2,soy,closed,12,11,0,0,0,0,0,0,11
24-Aug,21,2,soy,open,12,10,0,0,0,0,0,0,10
24-Aug,21,2,soy,sham,12,11,0,0,0,0,0,0,11
24-Aug,21,2,turf,closed,12,12,0,0,0,0,0,0,12
24-Aug,21,2,turf,open,12,10,0,0,0,0,0,0,10
24-Aug,21,2,turf,sham,12,11,0,0,0,0,0,0,12
24-Aug,21,3,bare,closed,12,12,0,0,0,0,0,0,12
24-Aug,21,3,bare,open,12,12,0,0,0,0,0,0,12
24-Aug,21,3,bare,sham,12,12,0,0,0,0,0,0,12
24-Aug,21,3,corn,closed,12,12,0,0,0,0,0,0,12
24-Aug,21,3,corn,open,12,11,0,0,0,0,0,0,11
24-Aug,21,3,corn,sham,12,11,0,0,0,0,0,0,11
24-Aug,21,3,prairie,closed,12,8,0,0,0,0,0,0,8
24-Aug,21,3,prairie,open,12,1,0,0,0,0,0,0,1
24-Aug,21,3,prairie,sham,12,6,0,0,0,0,0,0,7
24-Aug,21,3,soy,closed,12,10,0,0,0,0,0,0,10
24-Aug,21,3,soy,open,12,3,0,0,0,0,0,0,3
24-Aug,21,3,soy,sham,12,8,0,0,0,0,0,0,8
24-Aug,21,3,turf,closed,12,11,0,0,0,0,0,0,11
24-Aug,21,3,turf,open,12,11,0,0,0,0,0,0,11
24-Aug,21,3,turf,sham,12,11,0,0,0,0,0,0,11
24-Aug,21,4,bare,closed,12,10,0,0,0,0,0,0,11
24-Aug,21,4,bare,open,12,11,0,0,0,0,0,0,11
24-Aug,21,4,bare,sham,12,6,0,0,0,0,0,0,6
