date,hours_since_deployment,block,treatment,exclosure_treatment,eggs,1_instars,2_instars,3_instars,4_instars,5_instars,pupae,total_all_stages,percent_survival_all_stages
23-Aug,0,3,corn,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,3,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,3,turf,open,12,0,0,0,0,0,0,12,1
23-Aug,0,3,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,3,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,3,soy,open,12,0,0,0,0,0,0,12,1
23-Aug,0,3,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,3,soy,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,3,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,0,3,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,3,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,3,prairie,open,12,0,0,0,0,0,0,12,1
23-Aug,0,3,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,3,prairie,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,4,corn,open,12,0,0,0,0,0,0,12,1
23-Aug,0,4,corn,closed,8,0,0,0,0,0,0,8,1
23-Aug,0,4,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,4,turf,open,12,0,0,0,0,0,0,12,1
23-Aug,0,4,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,4,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,4,soy,open,12,0,0,0,0,0,0,12,1
23-Aug,0,4,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,4,soy,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,4,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,0,4,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,4,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,0,4,prairie,open,12,0,0,0,0,0,0,12,1
23-Aug,0,4,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,0,4,prairie,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,1,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,6,1,corn,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,6,1,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,1,turf,open,12,0,0,0,0,0,0,12,1
23-Aug,6,1,turf,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,6,1,turf,sham,7,0,0,0,0,0,0,7,0.875
23-Aug,6,1,soy,open,10,0,0,0,0,0,0,10,0.833
23-Aug,6,1,soy,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,6,1,soy,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,6,1,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,6,1,fallow,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,6,1,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,1,prairie,open,10,0,0,0,0,0,0,10,0.833
23-Aug,6,1,prairie,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,6,1,prairie,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,2,corn,open,12,0,0,0,0,0,0,12,1
23-Aug,6,2,corn,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,2,corn,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,6,2,turf,open,11,0,0,0,0,0,0,11,0.917
23-Aug,6,2,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,2,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,2,soy,open,11,0,0,0,0,0,0,11,0.917
23-Aug,6,2,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,2,soy,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,6,2,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,6,2,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,2,fallow,sham,10,0,0,0,0,0,0,10,0.833
23-Aug,6,2,prairie,open,2,0,0,0,0,0,0,2,0.167
23-Aug,6,2,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,2,prairie,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,6,3,corn,open,12,0,0,0,0,0,0,12,1
23-Aug,6,3,corn,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,3,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,3,turf,open,11,0,0,0,0,0,0,11,0.917
23-Aug,6,3,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,3,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,3,soy,open,11,0,0,0,0,0,0,11,0.917
23-Aug,6,3,soy,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,6,3,soy,sham,10,0,0,0,0,0,0,10,0.833
23-Aug,6,3,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,6,3,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,3,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,3,prairie,open,8,0,0,0,0,0,0,8,0.667
23-Aug,6,3,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,3,prairie,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,4,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,6,4,corn,closed,7,0,0,0,0,0,0,7,0.875
23-Aug,6,4,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,4,turf,open,12,0,0,0,0,0,0,12,1
23-Aug,6,4,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,4,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,4,soy,open,12,0,0,0,0,0,0,12,1
23-Aug,6,4,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,4,soy,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,4,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,6,4,fallow,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,6,4,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,6,4,prairie,open,9,0,0,0,0,0,0,9,0.75
23-Aug,6,4,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,6,4,prairie,sham,9,0,0,0,0,0,0,9,0.75
23-Aug,8,1,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,8,1,corn,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,8,1,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,1,turf,open,12,0,0,0,0,0,0,12,1
23-Aug,8,1,turf,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,8,1,turf,sham,7,0,0,0,0,0,0,7,0.875
23-Aug,8,1,soy,open,10,0,0,0,0,0,0,10,0.833
23-Aug,8,1,soy,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,8,1,soy,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,8,1,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,8,1,fallow,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,8,1,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,1,prairie,open,10,0,0,0,0,0,0,10,0.833
23-Aug,8,1,prairie,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,8,1,prairie,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,2,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,8,2,corn,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,2,corn,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,8,2,turf,open,10,0,0,0,0,0,0,10,0.833
23-Aug,8,2,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,2,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,2,soy,open,11,0,0,0,0,0,0,11,0.917
23-Aug,8,2,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,2,soy,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,8,2,fallow,open,11,0,0,0,0,0,0,11,0.917
23-Aug,8,2,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,2,fallow,sham,5,0,0,0,0,0,0,5,0.417
23-Aug,8,2,prairie,open,2,0,0,0,0,0,0,2,0.167
23-Aug,8,2,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,2,prairie,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,8,3,corn,open,12,0,0,0,0,0,0,12,1
23-Aug,8,3,corn,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,3,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,3,turf,open,11,0,0,0,0,0,0,11,0.917
23-Aug,8,3,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,3,turf,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,8,3,soy,open,11,0,0,0,0,0,0,11,0.917
23-Aug,8,3,soy,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,8,3,soy,sham,10,0,0,0,0,0,0,10,0.833
23-Aug,8,3,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,8,3,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,3,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,3,prairie,open,6,0,0,0,0,0,0,6,0.5
23-Aug,8,3,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,3,prairie,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,8,4,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,8,4,corn,closed,7,0,0,0,0,0,0,7,0.875
23-Aug,8,4,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,4,turf,open,12,0,0,0,0,0,0,12,1
23-Aug,8,4,turf,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,8,4,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,4,soy,open,12,0,0,0,0,0,0,12,1
23-Aug,8,4,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,4,soy,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,4,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,8,4,fallow,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,8,4,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,8,4,prairie,open,9,0,0,0,0,0,0,9,0.75
23-Aug,8,4,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,8,4,prairie,sham,9,0,0,0,0,0,0,9,0.75
23-Aug,11,1,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,11,1,corn,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,11,1,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,1,turf,open,8,0,0,0,0,0,0,8,0.667
23-Aug,11,1,turf,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,11,1,turf,sham,7,0,0,0,0,0,0,7,0.875
23-Aug,11,1,soy,open,10,0,0,0,0,0,0,10,0.833
23-Aug,11,1,soy,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,11,1,soy,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,11,1,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,11,1,fallow,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,11,1,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,1,prairie,open,10,0,0,0,0,0,0,10,0.833
23-Aug,11,1,prairie,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,11,1,prairie,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,2,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,11,2,corn,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,2,corn,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,11,2,turf,open,10,0,0,0,0,0,0,10,0.833
23-Aug,11,2,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,2,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,2,soy,open,11,0,0,0,0,0,0,11,0.917
23-Aug,11,2,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,2,soy,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,11,2,fallow,open,11,0,0,0,0,0,0,11,0.917
23-Aug,11,2,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,2,fallow,sham,5,0,0,0,0,0,0,5,0.417
23-Aug,11,2,prairie,open,1,0,0,0,0,0,0,1,0.083
23-Aug,11,2,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,2,prairie,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,11,3,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,11,3,corn,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,3,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,3,turf,open,11,0,0,0,0,0,0,11,0.917
23-Aug,11,3,turf,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,11,3,turf,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,11,3,soy,open,11,0,0,0,0,0,0,11,0.917
23-Aug,11,3,soy,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,11,3,soy,sham,10,0,0,0,0,0,0,10,0.833
23-Aug,11,3,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,11,3,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,3,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,3,prairie,open,5,0,0,0,0,0,0,5,0.417
23-Aug,11,3,prairie,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,11,3,prairie,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,11,4,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,11,4,corn,closed,7,0,0,0,0,0,0,7,0.875
23-Aug,11,4,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,4,turf,open,12,0,0,0,0,0,0,12,1
23-Aug,11,4,turf,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,11,4,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,4,soy,open,10,0,0,0,0,0,0,10,0.833
23-Aug,11,4,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,4,soy,sham,12,0,0,0,0,0,0,12,1
23-Aug,11,4,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,11,4,fallow,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,11,4,fallow,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,11,4,prairie,open,9,0,0,0,0,0,0,9,0.75
23-Aug,11,4,prairie,closed,12,0,0,0,0,0,0,12,1
23-Aug,11,4,prairie,sham,9,0,0,0,0,0,0,9,0.75
23-Aug,13,1,corn,open,11,0,0,0,0,0,0,11,0.917
23-Aug,13,1,corn,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,13,1,corn,sham,12,0,0,0,0,0,0,12,1
23-Aug,13,1,turf,open,8,0,0,0,0,0,0,8,0.667
23-Aug,13,1,turf,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,13,1,turf,sham,7,0,0,0,0,0,0,7,0.875
23-Aug,13,1,soy,open,10,0,0,0,0,0,0,10,0.833
23-Aug,13,1,soy,closed,10,0,0,0,0,0,0,10,0.833
23-Aug,13,1,soy,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,13,1,fallow,open,12,0,0,0,0,0,0,12,1
23-Aug,13,1,fallow,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,13,1,fallow,sham,12,0,0,0,0,0,0,12,1
23-Aug,13,1,prairie,open,7,0,0,0,0,0,0,7,0.583
23-Aug,13,1,prairie,closed,9,0,0,0,0,0,0,9,0.75
23-Aug,13,1,prairie,sham,12,0,0,0,0,0,0,12,1
23-Aug,13,2,corn,open,10,0,0,0,0,0,0,10,0.833
23-Aug,13,2,corn,closed,12,0,0,0,0,0,0,12,1
23-Aug,13,2,corn,sham,9,0,0,0,0,0,0,9,0.75
23-Aug,13,2,turf,open,10,0,0,0,0,0,0,10,0.833
23-Aug,13,2,turf,closed,12,0,0,0,0,0,0,12,1
23-Aug,13,2,turf,sham,12,0,0,0,0,0,0,12,1
23-Aug,13,2,soy,open,11,0,0,0,0,0,0,11,0.917
23-Aug,13,2,soy,closed,12,0,0,0,0,0,0,12,1
23-Aug,13,2,soy,sham,11,0,0,0,0,0,0,11,0.917
23-Aug,13,2,fallow,open,11,0,0,0,0,0,0,11,0.917
23-Aug,13,2,fallow,closed,12,0,0,0,0,0,0,12,1
23-Aug,13,2,fallow,sham,5,0,0,0,0,0,0,5,0.417
23-Aug,13,2,prairie,open,1,0,0,0,0,0,0,1,0.083
23-Aug,13,2,prairie,closed,11,0,0,0,0,0,0,11,0.917
23-Aug,13,2,prairie,sham,9,0,0,0,0,0,0,9,0.75
24-Aug,13,3,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,13,3,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,13,3,corn,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,13,3,turf,open,11,0,0,0,0,0,0,11,0.917
24-Aug,13,3,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,13,3,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,13,3,soy,open,8,0,0,0,0,0,0,8,0.667
24-Aug,13,3,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,13,3,soy,sham,9,0,0,0,0,0,0,9,0.75
24-Aug,13,3,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,13,3,fallow,closed,12,0,0,0,0,0,0,12,1
24-Aug,13,3,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,13,3,prairie,open,1,0,0,0,0,0,0,1,0.083
24-Aug,13,3,prairie,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,13,3,prairie,sham,9,0,0,0,0,0,0,9,0.75
24-Aug,13,4,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,13,4,corn,closed,7,0,0,0,0,0,0,7,0.875
24-Aug,13,4,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,13,4,turf,open,12,0,0,0,0,0,0,12,1
24-Aug,13,4,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,13,4,turf,sham,12,0,0,0,0,0,0,12,1
24-Aug,13,4,soy,open,9,0,0,0,0,0,0,9,0.75
24-Aug,13,4,soy,closed,12,0,0,0,0,0,0,12,1
24-Aug,13,4,soy,sham,12,0,0,0,0,0,0,12,1
24-Aug,13,4,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,13,4,fallow,closed,12,0,0,0,0,0,0,12,1
24-Aug,13,4,fallow,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,13,4,prairie,open,8,0,0,0,0,0,0,8,0.667
24-Aug,13,4,prairie,closed,12,0,0,0,0,0,0,12,1
24-Aug,13,4,prairie,sham,6,0,0,0,0,0,0,6,0.5
24-Aug,19,1,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,1,corn,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,1,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,1,turf,open,8,0,0,0,0,0,0,8,0.667
24-Aug,19,1,turf,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,19,1,turf,sham,7,0,0,0,0,0,0,7,0.875
24-Aug,19,1,soy,open,10,0,0,0,0,0,0,10,0.833
24-Aug,19,1,soy,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,19,1,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,1,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,19,1,fallow,closed,6,0,0,0,0,0,0,6,0.5
24-Aug,19,1,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,1,prairie,open,6,0,0,0,0,0,0,6,0.5
24-Aug,19,1,prairie,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,19,1,prairie,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,19,2,corn,open,6,0,0,0,0,0,0,6,0.5
24-Aug,19,2,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,2,corn,sham,10,0,0,0,0,0,0,10,0.833
24-Aug,19,2,turf,open,10,0,0,0,0,0,0,10,0.833
24-Aug,19,2,turf,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,2,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,soy,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,fallow,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,fallow,sham,5,0,0,0,0,0,0,5,0.417
24-Aug,19,2,prairie,open,0,0,0,0,0,0,0,0,0
24-Aug,19,2,prairie,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,2,prairie,sham,9,0,0,0,0,0,0,9,0.667
24-Aug,19,3,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,3,corn,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,turf,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,soy,open,3,0,0,0,0,0,0,3,0.25
24-Aug,19,3,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,3,soy,sham,8,0,0,0,0,0,0,8,0.667
24-Aug,19,3,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,19,3,fallow,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,3,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,3,prairie,open,1,0,0,0,0,0,0,1,0.083
24-Aug,19,3,prairie,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,19,3,prairie,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,19,4,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,4,corn,closed,7,0,0,0,0,0,0,7,0.875
24-Aug,19,4,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,4,turf,open,12,0,0,0,0,0,0,12,1
24-Aug,19,4,turf,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,4,turf,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,4,soy,open,9,0,0,0,0,0,0,9,0.75
24-Aug,19,4,soy,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,19,4,soy,sham,12,0,0,0,0,0,0,12,1
24-Aug,19,4,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,19,4,fallow,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,19,4,fallow,sham,6,0,0,0,0,0,0,6,0.5
24-Aug,19,4,prairie,open,8,0,0,0,0,0,0,8,0.667
24-Aug,19,4,prairie,closed,12,0,0,0,0,0,0,12,1
24-Aug,19,4,prairie,sham,5,0,0,0,0,0,0,5,0.417
24-Aug,22,1,corn,open,10,0,0,0,0,0,0,10,0.833
24-Aug,22,1,corn,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,1,corn,sham,12,0,0,0,0,0,0,12,1
24-Aug,22,1,turf,open,4,0,0,0,0,0,0,4,0.333
24-Aug,22,1,turf,closed,10,0,0,0,0,0,0,10,0.833
24-Aug,22,1,turf,sham,7,0,0,0,0,0,0,7,0.875
24-Aug,22,1,soy,open,10,0,0,0,0,0,0,10,0.833
24-Aug,22,1,soy,closed,9,0,0,0,0,0,0,9,0.75
24-Aug,22,1,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,1,fallow,open,12,0,0,0,0,0,0,12,1
24-Aug,22,1,fallow,closed,6,0,0,0,0,0,0,6,0.5
24-Aug,22,1,fallow,sham,12,0,0,0,0,0,0,12,1
24-Aug,22,1,prairie,open,6,0,0,0,0,0,0,6,0.5
24-Aug,22,1,prairie,closed,8,0,0,0,0,0,0,8,0.667
24-Aug,22,1,prairie,sham,7,0,0,0,0,0,0,7,0.583
24-Aug,22,2,corn,open,6,0,0,0,0,0,0,6,0.5
24-Aug,22,2,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,22,2,corn,sham,10,0,0,0,0,0,0,10,0.833
24-Aug,22,2,turf,open,10,0,0,0,0,0,0,10,0.833
24-Aug,22,2,turf,closed,12,0,0,0,0,0,0,12,1
24-Aug,22,2,turf,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,soy,open,10,0,0,0,0,0,0,10,0.833
24-Aug,22,2,soy,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,soy,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,fallow,open,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,fallow,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,fallow,sham,4,0,0,0,0,0,0,4,0.333
24-Aug,22,2,prairie,open,0,0,0,0,0,0,0,0,0
24-Aug,22,2,prairie,closed,11,0,0,0,0,0,0,11,0.917
24-Aug,22,2,prairie,sham,9,0,0,0,0,0,0,9,0.75
24-Aug,22,3,corn,open,11,0,0,0,0,0,0,11,0.917
24-Aug,22,3,corn,closed,12,0,0,0,0,0,0,12,1
24-Aug,22,3,corn,sham,11,0,0,0,0,0,0,11,0.917
24-Aug,22,3,turf,open,11,0,0,0,0,0,0,11,0.917
